RecipeId,Barcode,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions,extracted_image_urls,extracted_ingredients
652.0,*652*,Curried Crab in Endive Spears,1554.0,Jacques Lorrain,PT8H,PT30M,PT8H30M,1999-09-05T20:08:00Z,Make and share this Curried Crab in Endive Spears recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/2/picj4JgL4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/2/picxpbpmK.jpg"")",Crab,"c(""Weeknight"", ""Easy"")","c(""1/4"", ""2"", ""2"", ""1"", ""1"", ""4"", ""2"")","c(""mayonnaise"", ""celery"", ""onions"", ""curry powder"", ""Belgian endive"", ""fresh cilantro"")",5.0,3.0,24.8,1.0,0.2,0.6,36.8,3.6,2.7,0.4,1.1,,24 pieces,"c(""Combine first 4 ingredients in small bowl."", ""Mix in crab meat. Season"", ""to taste with pepper."", ""(Can be prepared 8 hours ahead."", ""Cover and refrigerate.) Place 1 heaping tsp crab mixture on base of each endive spear."", ""Sprinkle with cilantro."", ""Arrange on platter in spoke pattern and serve."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/2/picj4JgL4.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/2/picxpbpmK.jpg']","['mayonnaise', 'celery', 'onions', 'curry powder', 'Belgian endive', 'fresh cilantro']"
657.0,*657*,Dinner Rolls,1543.0,Doreen Randal,PT2H35M,PT2H10M,PT4H45M,1999-09-12T06:18:00Z,Make and share this Dinner Rolls recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/pic5LxEWU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/picTTyle5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/picUhRacv.jpg"")",Yeast Breads,"c(""Breads"", ""Healthy"", ""Weeknight"", ""Oven"")","c(""8"", ""2"", ""2"", ""2 1/2"", ""2"", ""2"", ""18"")","c(""milk"", ""unsalted butter"", ""sugar"", ""dried yeast"", ""fresh yeast"", ""eggs"", ""salt"", ""white flour"")",5.0,3.0,175.2,4.4,2.4,36.2,308.3,28.3,1.0,1.7,5.0,,16 2ounce rolls,"c(""For the glaze:- 1 egg yolk 1 Tbsp water Put the milk into a saucepan and bring just to the boil."", ""Pour 4 Tbsp of the milk into a small bowl and let cool to lukewarm."", ""Meanwhile cut the butter into  pieces."", ""Add the butter and sugar to the remaining milk in the pan, stirring  occasionally, until butter is melted."", ""Let cool to lukewarm."", ""Sprinkle the yeast over the 4 Tbsp milk and let stand, stirring once, until dissolved, about 5  minutes."", ""In a large bowl, beat eggs just until mixed."", 
""Add the cooled sweetened  milk, salt and dissolved yeast.  Stir in half of the flour and mix well with  your hand."", ""Add the remaining flour, 2 ozs at a time, mixing well after each  additions."", ""Keep adding flour until the dough pulls away from the sides of the  bowl in a ball."", ""It should be soft and slightly sticky."", ""Turn the dough onto a floured work surface.  Sprinkle the dough and your hands  with flour, and begin to knead by holding the dough with one hand and pushing it away from you with the other."", 
""Continue to knead by peeling the dough away from  the surface.  Give the dough a quarter turn, and knead until it is very smooth,  elastic and forms a ball, 5 - 7 minutes."", ""If the dough sticks while kneading,  flour the work surface.  Wash the large bowl and brush it with melted butter."", ""Put the kneaded dough in the bowl, and flip it so the surface is lightly  buttered."", ""Cover the bowl with a damp tea towel and let the dough rise in a warm  place until doubled in bulk, about 1 - 1 1/2 hours."", 
""To Shape and Bake the Rolls:- Brush 2 baking sheets with melted butter."", ""Turn the dough onto a lightly floured surface and knead with your hand just to knock out the air, 15 - 20 seconds."", ""Cover the dough, and let it rest, about 5 minutes."", ""Cut the dough in half."", ""With your hands, roll 1 piece of the dough into a cylinder about 2 inches in diameter."", ""Cut the cylinder into 8 equal pieces."", ""Repeat to divide the remaining dough."", ""To shape round rolls, cup a piece of dough under the palm of your hand, and roll the dough in a circular motion so it forms a smooth ball."", 
""Arrange 8 rolls on each baking sheet.  Cover with a dry tea towel and let rise in a warm place until doubled in bulk, about 30 minutes."", ""Heat the oven to 425 F."", ""Make the glaze by beating the egg yolk with the water until frothy."", ""Brush the rolls with glaze, then bake them in the oven until golden brown, 15 - 18 minutes."", ""Turn the rolls over and tap the bottoms with your knuckles."", ""They should sound hollow when tapped."", ""******** Cheers,  Doreen Doreen Randal,  Wanganui."", ""New Zealand.""
)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/pic5LxEWU.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/picTTyle5.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/picUhRacv.jpg']","['milk', 'unsalted butter', 'sugar', 'dried yeast', 'fresh yeast', 'eggs', 'salt', 'white flour']"
667.0,*667*,Crumpets,1543.0,Doreen Randal,PT13M,PT1H,PT1H13M,1999-08-12T06:48:00Z,Make and share this Crumpets recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/7/piciFEmzS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/7/pic2Tngc1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/7/picEyltZZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/7/picJKt0Xv.jpg"")",Yeast Breads,"c(""Breads"", ""Breakfast"", ""Lactose Free"", ""Vegan"", ""Low Cholesterol"", ""Egg Free"", ""Healthy"", ""Kosher"", ""Free Of..."", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""4"", ""2"", ""1 1/2"", ""1 1/2"", ""3"", ""1/2"")","c(""flour"", ""baking powder"", ""salt"", ""sugar"", ""water"", ""compressed yeast"")",4.5,19.0,78.1,0.2,0.0,0.0,237.6,16.6,0.6,0.3,2.2,,24 crumpets,"c(""NOTE:- 1 tsp dry yeast can be used in place of the compressed yeast; sift it with the dry ingredients."", ""Sift flour, baking powder, sugar and salt into a large bowl."", ""Dissolve yeast in water, add to dry ingredients, beat until smooth."", ""Crumpets can be cooked in a lightly greased frying pan or electric frypan; if using frypan, pre-heat to 260 F."", ""Lightly grease some egg-rings, put them in pan to heat through."", ""When hot three-quarters fill the rings with batter."", ""Allow to cook over a low heat for approximately 10 minutes or until surface is covered with holes."", 
""Remove the rings."", ""Cover the pan, and cook a further 2 - 3 minutes or until the surface is set.  Remove from the pan, cool on a wire rack."", ""When cold, toast and serve with butter."", ""These may be frozen."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/7/piciFEmzS.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/7/pic2Tngc1.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/7/picEyltZZ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/7/picJKt0Xv.jpg']","['flour', 'baking powder', 'salt', 'sugar', 'water', 'compressed yeast']"
684.0,*684*,Crispy Potato Wedges,1620.0,Will Bowden,PT40M,PT1H10M,PT1H50M,1999-09-11T05:03:00Z,Make and share this Crispy Potato Wedges recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/68/4/picbZtsJK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/68/4/picyqjBmm.jpg"")",Potato,"c(""Vegetable"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""4"", ""1"", ""1/4"", ""1/8"", ""2"", NA)","c(""russet potatoes"", ""black pepper"", ""salt"", ""garlic cloves"", ""reduced sodium ketchup"")",5.0,4.0,777.6,14.4,2.0,0.0,342.0,149.2,18.9,6.7,17.3,,1 batch,"c(""Place potatoes in a large bowl; add cold water to cover and let stand 15 min      minutes."", ""Preheat oven to 425."", ""Spray a nonstick baking sheet with vegetable cooking spray."", ""Set aside."", ""Drain potatoes in colander."", ""Spread on a double layer of paper towels."", ""Cover with a second layer of paper towels."", ""Press down on the towels to dry      potatoes."", ""Transfer potatoes to a clean large bowl."", ""Sprinkle with oil, pepper, and salt;      toss gently to combine.  Arrange seasoned potatoes in a single layer on the      prepared baking sheet."", 
""Bake potatoes for 20 minutes."", ""Using a spatula, turn potatoes; sprinkle with garlic.  Bake until golden, about 20 minutes, turning baking sheet after 10      minutes for even browning."", ""Serve immediately with ketchup on the side. <NOTE:  For a sweeter flavor, use sweet potatoes instead of the russet potatoes."", ""Add 1/2 teaspoon of paprika when tossing potatoes with spices."", ""Bake as previously directed.>."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/68/4/picbZtsJK.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/68/4/picyqjBmm.jpg']","['russet potatoes', 'black pepper', 'salt', 'garlic cloves', 'reduced sodium ketchup']"
686.0,*686*,Crock Pot Sweet and Sour Chicken,138861.0,Winnipeg Mel,PT12H,PT45M,PT12H45M,1999-08-12T06:34:00Z,"I adopted this recipe from Zaar in Feb/05. There are a lot of yummy vegetables to make this a complete meal, just add rice or noodles.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/68/6/picaG75PJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/68/6/pic2yPjQD.jpg"")",Chicken Breast,"c(""Chicken"", ""Pineapple"", ""Poultry"", ""Tropical Fruits"", ""Fruit"", ""Meat"", ""Healthy"", ""Free Of..."", ""Weeknight"")","c(""2"", ""1"", ""1"", ""4"", ""4"", ""8"", ""1/2"", ""2/3"", ""4"", ""2"", ""1/2"")","c(""celery"", ""green pepper"", ""onion"", ""tapioca"", ""chicken breasts"", ""pineapple chunks"", ""dark brown sugar"", ""light brown sugar"", ""soy sauce"", ""light soy sauce"", ""garlic cloves"", ""ginger"")",4.0,20.0,477.3,13.7,3.9,92.8,1127.1,55.9,2.0,41.7,33.3,4.0,,"c(""CROCK POT: Put vegetables in bottom of crock pot. Sprinkle  tapioca over vegetables. Place chicken next. Combine all other  ingredients and Pour over chicken. Cover crock pot and turn to low  and cook for 8-10 hours."", ""OVEN: Put vegetables in bottom  of a greased pan."", ""Sprinkle vegetables with tapioca."", ""Add chicken to  pan."", ""Combine all other ingredients. Pour over chicken."", ""Cover pan  tightly with foil."", ""Bake in 300 deg.  oven for 2 hours."", ""The above are basic and easy to do."", ""You can add the cherries or  mandarin oranges for flavor and attractiveness.""
)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/68/6/picaG75PJ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/68/6/pic2yPjQD.jpg']","['celery', 'green pepper', 'onion', 'tapioca', 'chicken breasts', 'pineapple chunks', 'dark brown sugar', 'light brown sugar', 'soy sauce', 'light soy sauce', 'garlic cloves', 'ginger']"
747.0,*747*,Zesty Fried Chicken,1530.0,Carole Reu,PT35M,PT10M,PT45M,1999-09-03T07:50:00Z,Make and share this Zesty Fried Chicken recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/7/picrfPgnB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/7/picSDm3Zv.jpg"")",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""< 60 Mins"", ""Deep Fried"", ""Easy"")","c(""2"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", ""4"", NA)","c(""cornmeal"", ""paprika"", ""salt"", ""garlic powder"", ""pepper"", ""cumin"", ""boneless skinless chicken breast halves"")",4.5,10.0,152.4,3.3,0.7,75.5,429.8,3.8,0.6,0.1,25.6,4.0,,"c(""Combine cornmeal, paprika, salt, garlic, powder, pepper, and cumin in a shallow  dish or on a sheet of waxed paper."", ""Rinse chicken, do not pat dry; coat chicken  evenly on all sides with the cornmeal mixture."", ""Spray an unheated large skillet  with cooking spray."", ""Preheat skillet over medium high heat."", ""Add chicken; cook  for 8 to 10 minutes or until tender and no longer pink, turning occasionally to brown evenly on all sides."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/7/picrfPgnB.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/7/picSDm3Zv.jpg']","['cornmeal', 'paprika', 'salt', 'garlic powder', 'pepper', 'cumin', 'boneless skinless chicken breast halves']"
773.0,*773*,BBQ Ranchero Chicken Salad,1533.0,Dancer,,PT0S,PT0S,1999-08-07T09:18:00Z,Make and share this BBQ Ranchero Chicken Salad recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/picCIEZNu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/pic3iAiEN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/picfnzeSe.jpg"")",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Cheese"", ""Black Beans"", ""Corn"", ""Beans"", ""Vegetable"", ""Meat"", ""Free Of..."", ""Broil/Grill"", ""< 15 Mins"", ""Oven"")","c(""6"", ""1/2"", ""1"", ""2"", ""1 1/2"", ""1"", ""1"", ""1/2"", ""1"", ""2"", ""1"", ""1"", ""3/4"")","c(""boneless skinless chicken breast halves"", ""barbecue sauce"", ""tomatoes"", ""red bell pepper"", ""whole kernel corn"", ""canned black beans"", ""ripe olives"", ""green onions"", ""chili powder"", ""cumin"")",5.0,13.0,301.7,6.0,1.0,78.1,1002.9,34.6,4.1,10.5,28.6,6.0,,"c(""Brush both sides of chicken with barbecue sauce; grill or broil about 5\"" from heat source 6 minutes per side, or until juices are clear."", ""Meanwhile, in a large bowl, combine lettuce, tomatoes, 3/4 cup cheese, pepper, corn, black beans, olives and green onions; mix well."", ""Combine dressing, chili powder and cumin; mix well."", ""To serve, divide lettuce mixture onto 6 serving plates."", ""Cut chicken crosswise into 1/2\"" thick slices; arrange over lettuce. Drizzle salads with dressing and sprinkle with remaining 3/4 cup cheese. Chicken may be cooked, cooled, covered and refrigerated up to 1 day before serving."", 
""Reheat chicken or served chilled."", ""Lettuce mixture and dressing may be prepared separately, covered and refrigerated up to 4 hours before serving."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/picCIEZNu.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/pic3iAiEN.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/3/picfnzeSe.jpg']","['boneless skinless chicken breast halves', 'barbecue sauce', 'tomatoes', 'red bell pepper', 'whole kernel corn', 'canned black beans', 'ripe olives', 'green onions', 'chili powder', 'cumin']"
794.0,*794*,Lemon Cake,1609.0,Barbara Heller,PT40M,PT15M,PT55M,1999-08-17T04:15:00Z,Make and share this Lemon Cake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/piclcXrbi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/picjS6mNR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/picPnrC8k.jpg"")",Dessert,"c(""< 60 Mins"", ""Oven"")","c(""4"", ""2/3"", ""2/3"", ""1"", ""1"", ""2"", NA)","c(""eggs"", ""canola oil"", ""water"", ""confectioners' sugar"", ""lemon juice"")",5.0,14.0,506.8,22.4,2.6,75.4,409.5,72.3,0.6,53.3,5.5,,,"c(""Mix together; beat 4 minutes.  Put into greased tube pan."", ""Bake in 350°F oven 35-40 minutes."", ""Cool, then   pierce the top of the cooled cake with a fork."", ""Make icing  from confectioners' sugar and lemon juice, drizzle over cake."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/piclcXrbi.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/picjS6mNR.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/79/4/picPnrC8k.jpg']","['eggs', 'canola oil', 'water', ""confectioners' sugar"", 'lemon juice']"
810.0,*810*,Irresistible Peanut Butter Cookies,1557.0,Angel Villanueva,PT8M,PT15M,PT23M,1999-08-12T06:30:00Z,Make and share this Irresistible Peanut Butter Cookies recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picsDTRcP.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picQUQE6M.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picqOGlTf.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picfypkPF.jpg"")",Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Fruit"", ""Nuts"", ""< 30 Mins"", ""Oven"")","c(""1/2"", ""3/4"", ""1 1/4"", ""3"", ""1"", ""1"", ""1 3/4"", ""3/4"", ""3/4"")","c(""shortening"", ""creamy peanut butter"", ""brown sugar"", ""milk"", ""vanilla"", ""egg"", ""all-purpose flour"", ""salt"", ""baking soda"")",4.5,72.0,111.8,5.8,1.4,5.3,104.2,13.3,0.5,8.0,2.2,,36 cookies,"c(""Preheat oven to 375 degrees Combine peanut butter, shortening, brown sugar, milk, vanilla and egg in large bowl."", ""Beat at medium speed of electric mixer until  well-blended."", ""Combine flour, salt and baking soda."", ""Add to creamed mixture at  low speed."", ""Mix just until blended."", ""Drop by heaping teaspoonfuls 2 inches apart onto ungreased baking sheet. Flatten slightly in crisscross pattern with lines  of fork."", ""Bake at 375 degrees for 7 to 8 minutes, or until set and just  beginning to brown."", 
""Cool 2 minutes on baking sheet before removing to cooling  rack."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picsDTRcP.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picQUQE6M.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picqOGlTf.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/81/0/picfypkPF.jpg']","['shortening', 'creamy peanut butter', 'brown sugar', 'milk', 'vanilla', 'egg', 'all-purpose flour', 'salt', 'baking soda']"
834.0,*834*,Best Hamburger Diane,1601.0,Gilcat2,PT1M,PT0S,PT1M,1999-08-25T05:42:00Z,We made this the other night and loved it!  I think next time we'll double the sauce...it's SO good...,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/piclYN3AY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/picv4jMUO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/picTI11VM.jpg"")",Meat,"c(""Very Low Carbs"", ""High Protein"", ""High In..."", ""< 15 Mins"", ""Stove Top"")","c(""1"", ""3/4"", ""1/8"", ""2"", ""1"", ""1"", ""1/2"")","c(""salt"", ""pepper"", ""butter"", ""prepared mustard"", ""lemon juice"", ""Worcestershire sauce"")",4.5,46.0,458.6,38.1,16.5,127.6,834.8,1.2,0.2,0.5,26.3,3.0,,"c(""Mix the ground round, salt and pepper together lightly and form into 3 1-inch patties."", ""Melt butter in skillet.  Remove from heat.  Blend mustard into butter, return to heat.  Saute hamburgers on medium heat about 5 minutes each side.  Remove and keep warm."", ""Add lemon juice and Worcestershire sauce to pan and stir over low heat until well blended."", ""Return patties to pan and let simmer in juices a few minutes while spooning juice over the top occasionally."", ""Serve over toasted french bread.""
)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/piclYN3AY.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/picv4jMUO.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/4/picTI11VM.jpg']","['salt', 'pepper', 'butter', 'prepared mustard', 'lemon juice', 'Worcestershire sauce']"
846.0,*846*,Homemade Pop-Tarts,174711.0,Queen Dragon Mom,,PT0S,PT0S,1999-08-20T10:14:00Z,Make and share this Homemade Pop-Tarts recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/6/pico8ztP0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/6/picGbLao3.jpg"")",Breakfast,"c(""Dessert"", ""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""Kid Friendly"", ""< 15 Mins"", ""Oven"", ""Easy"")","c(NA, NA)",character(0),4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,"c(""Take pie dough, roll out as usual. Cut into rectangles."", ""Spread jam on half of them, leaving a half inch or so on the edges without jam. Cover with the other half of the rectangles. Crimp the edges with a fork."", ""Bake till the pie dough is done."", ""You can frost these with a simple glaze, like powdered sugar and milk, or leave plain.  You can either make up a batch of these, or just do one or two with leftover dough the next time you make a pie."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/6/pico8ztP0.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/6/picGbLao3.jpg']",[]
932.0,*932*,My Mom's Potato Salad,1680.0,Cathi Allen,PT45M,PT20M,PT1H5M,1999-08-12T07:07:00Z,This how my mom makes potato salad and whenever we go somewhere and have to take a dish I am asked to bring this.  Thought I would pass it on.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/2/picyk5sxj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/2/pic7XyvOY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/2/picKTFoW3.jpg"")",Potato,"c(""Vegetable"", ""Potluck"", ""For Large Groups"", ""< 4 Hours"")","c(""6"", ""1"", ""1"", ""1"", ""4"", ""2"", ""2 1/2"", ""1/3"", ""1"", NA)","c(""white potatoes"", ""green pepper"", ""Spanish onion"", ""eggs"", ""cucumbers"", ""Hellmanns Mayonnaise"", ""yellow mustard"", ""horseradish"")",4.5,13.0,218.3,13.7,2.2,62.4,405.2,22.1,1.6,4.4,3.3,16.0,1 cup,"c(""Boil potatoes and cut into cubes, cool."", ""Cut the vegetables and eggs up to whatever size you prefer."", ""Combine veggies with potatoes and toss."", ""Add mayo, mustard, horseradish, salt and pepper to taste.  Stir."", ""Better after it has time to \""sit\""."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/2/picyk5sxj.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/2/pic7XyvOY.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/2/picKTFoW3.jpg']","['white potatoes', 'green pepper', 'Spanish onion', 'eggs', 'cucumbers', 'Hellmanns Mayonnaise', 'yellow mustard', 'horseradish']"
938.0,*938*,New Potatoes in Garlic Butter,1555.0,Cindy Hartlin,,PT0S,PT0S,1999-09-07T14:19:00Z,Make and share this New Potatoes in Garlic Butter recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/8/picN584o3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/8/piclMuwtN.jpg"")",Potato,"c(""Vegetable"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"")","c(""1/2"", ""2"", ""24"", NA)","c(""butter"", ""garlic"", ""potatoes"")",5.0,2.0,495.5,12.0,7.4,30.5,112.5,89.3,11.2,4.0,10.5,8.0,,"c(""Stir together butter and garlic.  Arrange half of the potatoes in"", ""single layer on square of double-thickness heavy-duty foil."", ""Dot potatoes evenly with half of the butter mixture; season with salt and pepper."", ""Seal package securely."", ""Repeat with remaining potatoes."", ""Roast directly on hot coals or on grill at High setting for 40-45 minutes or until tender, turning packages occasionally."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/8/picN584o3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/93/8/piclMuwtN.jpg']","['butter', 'garlic', 'potatoes']"
